ticket_id,title,description,category,subcategory,status,priority,created_by,assigned_to,created_date
TCK-b1135bd8,Hardware issue - sort,Wonder attorney over red development scene form people tell meet good today television today investment.,Hardware,Monitor,Resolved,Low,Tracy,Stacy,2025-10-05T21:58:54.944848
TCK-c39deebc,Software issue - marriage,Stand mission offer simply figure power down heart top heart analysis necessary church machine particular.,Software,Application,Resolved,Medium,Catherine,Erin,2025-10-13T21:58:54.944848
TCK-eb284c7e,Access issue - whether,Family look six personal relate new station growth behavior option necessary their nice identify else audience.,Access,Permissions,Open,Critical,Kevin,Michelle,2025-10-13T21:58:54.944848
TCK-aa7f47df,Email issue - adult,Memory parent standard deep expect different head them break national.,Email,Delivery,Resolved,Critical,Gabrielle,Shane,2025-09-19T21:58:54.945348
TCK-7ed73aa0,Email issue - east,East clear fish eye day call cold doctor trade face.,Email,Outlook,Closed,Medium,Spencer,Brenda,2025-09-24T21:58:54.945348
TCK-1e4f166f,Network issue - pay,Color store pass record add purpose fill again happy ball brother.,Network,VPN,Closed,Medium,Danny,Sarah,2025-10-07T21:58:54.945348
TCK-e4819860,Software issue - daughter,Operation cell not rule exactly stay social mission phone artist he.,Software,Update,Resolved,Medium,Caitlin,Amanda,2025-10-01T21:58:54.945848
TCK-74a33a86,Access issue - general,Child hotel give single beat sister task behind plant to Democrat.,Access,2FA,In Progress,Medium,Carol,Anthony,2025-10-12T21:58:54.945848
TCK-5949c359,Software issue - radio,Dinner law well person window short sister ahead.,Software,Update,Closed,Critical,Paul,Kevin,2025-09-25T21:58:54.945848
TCK-c054dd3f,Software issue - two,Affect himself section early seem people threat them.,Software,Application,Resolved,Critical,Erin,Gary,2025-10-09T21:58:54.946348
TCK-595a59ca,Network issue - learn,Year art kind particularly cut various seat.,Network,LAN,Open,Medium,Cassie,Sandra,2025-10-12T21:58:54.946348
TCK-de348373,Email issue - simply,Recent culture happen provide foreign occur world management management paper.,Email,Spam,Resolved,Low,Lisa,Amanda,2025-09-28T21:58:54.946348
TCK-7a47738e,Access issue - remember,Present growth move if continue item among past truth beat shake good.,Access,Account Lock,Resolved,High,Reginald,Bryan,2025-10-07T21:58:54.946849
TCK-c490e88e,Network issue - forget,Almost point serious college management arrive degree seem.,Network,LAN,In Progress,Critical,Brittany,John,2025-09-18T21:58:54.946849
TCK-c5b6233c,Email issue - it,Almost manager history dark listen each car never hair particular senior field those small box.,Email,Spam,Closed,High,William,Lisa,2025-09-30T21:58:54.946849
TCK-cba84227,Network issue - fact,Animal station onto represent white lay action many picture learn admit bed create sit.,Network,VPN,Open,Medium,Tony,Walter,2025-09-18T21:58:54.947347
TCK-bbe0f09b,Network issue - likely,Relationship paper seem student team need wait build author.,Network,Router,Resolved,Critical,Christopher,Stephanie,2025-10-12T21:58:54.947347
TCK-8504365f,Access issue - program,No only local important rate determine raise turn start language two.,Access,Password,Closed,Low,David,Joseph,2025-09-27T21:58:54.947849
TCK-81630834,Email issue - artist,Speech evening main home car debate here ahead receive or animal we.,Email,Delivery,Resolved,Medium,Bradley,Janet,2025-10-15T21:58:54.947849
TCK-8db1962b,Access issue - wonder,Better send pay stay second firm likely fire image policy first perhaps fill.,Access,Account Lock,In Progress,Low,Tammy,Mary,2025-09-26T21:58:54.947849
TCK-784a29da,Network issue - mother,Strong find agree sure structure local enjoy student base for indeed base.,Network,WiFi,Resolved,High,Catherine,Matthew,2025-09-18T21:58:54.948349
TCK-bf45d2fd,Email issue - break,Cold prepare director provide sit discuss development call same recent worry structure budget market political business.,Email,Spam,Closed,Critical,Tammy,Marissa,2025-09-22T21:58:54.948349
TCK-66c2d8d7,Network issue - none,Major the network someone speak set family yourself pattern career dog relate help mention available.,Network,Router,Open,Critical,Tyler,Christina,2025-09-21T21:58:54.948349
TCK-b02a6d93,Access issue - staff,Lot pass attack prevent it seek cover activity ball painting traditional quite fish civil.,Access,Permissions,Resolved,High,Melissa,David,2025-09-23T21:58:54.948847
TCK-a022ff5a,Access issue - newspaper,Fight front likely guy wife what number rock anything toward right.,Access,2FA,Resolved,Medium,Joseph,Christine,2025-09-17T21:58:54.948847
TCK-83ebc515,Access issue - fill,Agreement material road sea call beautiful college or once dream parent themselves.,Access,Password,Closed,Low,Jennifer,Charles,2025-10-13T21:58:54.948847
TCK-b4d47aa0,Hardware issue - ground,Sing affect program he camera way billion those knowledge player through real.,Hardware,Printer,Open,Critical,Angela,Alexis,2025-09-17T21:58:54.949348
TCK-b28f9b5b,Software issue - place,Single dog poor campaign image pick health miss box special kid type any analysis hospital best.,Software,Application,Resolved,High,Darlene,Erika,2025-09-28T21:58:54.949348
TCK-d1d1e81f,Access issue - medical,Care none bring easy like serious actually degree.,Access,Password,Closed,Critical,Stephen,Jocelyn,2025-09-18T21:58:54.949348
TCK-6017c716,Network issue - common,Threat wonder result every manager view yet nation industry modern strategy prepare wife environmental.,Network,LAN,Open,Critical,William,Joanna,2025-10-16T21:58:54.949847
TCK-40f4468d,Software issue - election,Its within friend before can five north get spring use drive cultural stay make either.,Software,Application,Open,Critical,Bruce,Alicia,2025-10-09T21:58:54.949847
TCK-55d02886,Access issue - suffer,System enjoy like stage everybody seat carry trial beyond particular body force power member.,Access,2FA,Closed,Medium,Joel,Jonathan,2025-09-28T21:58:54.949847
TCK-2bb9bdf7,Access issue - add,At mean history century around important TV power way military serious.,Access,Password,Closed,Low,Cody,Melissa,2025-10-10T21:58:54.950349
TCK-65b8265c,Access issue - economic,Young method available role fast first nor speak mean something page anyone natural let fast.,Access,Password,In Progress,Critical,Patricia,Michael,2025-10-06T21:58:54.950349
TCK-302d4d17,Access issue - recent,Plant house often dinner respond wait chance or.,Access,Account Lock,Open,Medium,Crystal,Johnny,2025-09-19T21:58:54.950349
TCK-e3919aea,Network issue - generation,Network everything skill goal plant hard month task per marriage.,Network,LAN,Open,Medium,William,Sandra,2025-09-21T21:58:54.950849
TCK-652b87f6,Access issue - want,Suffer hard oil including too per various involve common method beautiful.,Access,2FA,Open,Critical,Richard,Anne,2025-09-29T21:58:54.950849
TCK-b93c475e,Email issue - low,Manager occur word majority activity art happy cut tax onto fast former writer religious husband.,Email,Spam,Closed,High,Danielle,Teresa,2025-09-16T21:58:54.950849
TCK-adb4c943,Access issue - explain,Test the yes believe station husband fast ability know fast hundred plant her team.,Access,Permissions,Resolved,High,Kristen,David,2025-09-24T21:58:54.951349
TCK-a9053f71,Network issue - skill,Along better hour radio body meeting college now.,Network,VPN,Closed,Low,Jeffrey,Patricia,2025-09-17T21:58:54.951349
TCK-3c73f5af,Network issue - line,Save remain century notice several guess project former writer forget.,Network,WiFi,Closed,Critical,Erin,Molly,2025-09-26T21:58:54.951349
TCK-d2d6956e,Hardware issue - total,Attorney foot state she by skill behavior remember mother her decade hear morning.,Hardware,Printer,In Progress,Critical,Patricia,John,2025-10-09T21:58:54.951847
TCK-8f75dd9d,Access issue - allow,Energy size improve personal PM daughter hospital president why we anyone early receive movement there.,Access,Password,Closed,Critical,Donald,Tonya,2025-09-24T21:58:54.951847
TCK-abd14626,Hardware issue - all,Much poor senior fast parent down throughout between.,Hardware,Monitor,Closed,Low,Mary,Michael,2025-10-04T21:58:54.951847
TCK-8c2b5260,Software issue - no,Maybe community guess front west give defense worry put thus character month.,Software,Update,Open,Low,Emily,Melissa,2025-10-12T21:58:54.952348
TCK-7adb9103,Email issue - see,Focus democratic including color too mean onto.,Email,Spam,Open,Medium,Chase,Catherine,2025-09-28T21:58:54.952348
TCK-aea8d6ba,Hardware issue - according,Father black family smile read glass very.,Hardware,Printer,Open,Low,Kari,Marcus,2025-09-21T21:58:54.952348
TCK-351c6a10,Software issue - I,Sport quickly amount dream hit once forget everybody.,Software,Patch,In Progress,High,Richard,John,2025-09-19T21:58:54.952847
TCK-66022a76,Email issue - anything,Successful may send idea sign table leader customer discussion fine.,Email,Spam,Resolved,Low,Anna,Melissa,2025-09-25T21:58:54.952847
TCK-5def37fb,Hardware issue - stay,Ago sure attorney executive save responsibility become quickly management candidate never reveal.,Hardware,Keyboard,In Progress,Medium,Kevin,Jonathan,2025-09-21T21:58:54.952847
TCK-9fb0233f,Software issue - develop,Beyond them leave according common brother feel every player.,Software,Patch,Closed,Critical,Timothy,Brenda,2025-09-23T21:58:54.953349
TCK-e05240c4,Network issue - whatever,Item doctor girl care watch ability claim sound ok production gas.,Network,LAN,In Progress,Medium,Robert,Brandon,2025-10-09T21:58:54.953349
TCK-42b39559,Software issue - do,Practice way sometimes that full many force month set some list least whose.,Software,OS,In Progress,Medium,Diana,Sarah,2025-10-15T21:58:54.953349
TCK-f3004cd1,Email issue - difference,Mind few set garden sign sport interest door wonder capital use ground despite.,Email,Spam,In Progress,High,Joshua,Ronald,2025-10-14T21:58:54.953848
TCK-ad29f53f,Software issue - side,Ago team center office resource against sit they scientist child term of woman place top.,Software,Patch,Open,Low,David,Michael,2025-09-22T21:58:54.953848
TCK-6bf6698d,Software issue - he,Bit value pass want tend detail leader happen training carry husband improve sense administration agreement create.,Software,Update,In Progress,Critical,Kelli,Rebecca,2025-09-25T21:58:54.953848
TCK-577bf753,Access issue - mention,Spring eat here present message some rise general cell market.,Access,Permissions,Open,High,Brianna,Crystal,2025-09-22T21:58:54.954349
TCK-9b4b33ce,Software issue - coach,Model politics let education population ago eye century agree about poor since seat trouble management beyond.,Software,Application,In Progress,Low,Margaret,Tracy,2025-09-30T21:58:54.954349
TCK-ca0b06c7,Email issue - minute,Cost why foot no high sit always able.,Email,Spam,Closed,High,Jeffery,Bryan,2025-09-27T21:58:54.954349
TCK-02c58690,Software issue - good,Attack yes upon arrive decade according seek buy particular I thus rest third indeed.,Software,Update,Closed,Low,Felicia,Holly,2025-10-02T21:58:54.954848
TCK-4b0bd24e,Network issue - kid,Smile so economic none owner new answer weight you example while mission perform next seven.,Network,VPN,Closed,Low,Dennis,Raymond,2025-10-12T21:58:54.954848
TCK-03c4d9b5,Network issue - own,Away whatever stay animal marriage example market tough.,Network,Router,Open,Low,Mary,Crystal,2025-09-28T21:58:54.954848
TCK-5f72b94a,Email issue - certain,Treatment specific computer goal manager majority list across once sure to politics however cause.,Email,Outlook,Resolved,Critical,Meghan,Jeremy,2025-09-16T21:58:54.955349
TCK-ac094ee2,Hardware issue - special,Natural best play seek interesting nor management again design.,Hardware,Monitor,Resolved,High,Amanda,Gail,2025-10-03T21:58:54.955349
TCK-497c7541,Software issue - now,Radio star market final much company teach.,Software,Application,In Progress,Low,Mackenzie,Stefanie,2025-09-26T21:58:54.955349
TCK-4c355e70,Network issue - field,Because writer fund week or wide almost imagine list return tend much yourself wait.,Network,LAN,Closed,Low,Julia,Sarah,2025-09-17T21:58:54.955849
TCK-71277385,Network issue - reveal,Increase gas center food system thing gun risk family nothing authority fine ground perform.,Network,Router,Closed,Low,Jennifer,Thomas,2025-09-26T21:58:54.955849
TCK-b767cfbc,Access issue - anyone,Care evening child right especially likely once color ground think when those green.,Access,Account Lock,Open,Low,Kathy,Edwin,2025-09-27T21:58:54.956349
TCK-da431ea7,Software issue - they,Generation quality article bit financial us concern second care camera yeah possible short region oil.,Software,OS,In Progress,Critical,Joseph,Henry,2025-10-05T21:58:54.956349
TCK-96f67478,Software issue - after,During staff day some sit clearly size artist.,Software,Patch,In Progress,High,David,Christine,2025-09-29T21:58:54.956349
TCK-51fe56d8,Hardware issue - team,Start attack able lot section church stop field.,Hardware,Printer,Closed,Critical,Lisa,Joel,2025-09-26T21:58:54.956847
TCK-43b61e34,Software issue - over,Agency hope industry before thank time father assume finally my family probably quality whole.,Software,Patch,Resolved,Low,Cindy,Kathy,2025-10-02T21:58:54.956847
TCK-aa3079d4,Access issue - even,Long visit box take character certainly talk middle economic admit during.,Access,Account Lock,In Progress,Critical,Todd,Deborah,2025-09-29T21:58:54.956847
TCK-c5a4f51b,Email issue - tough,Like big allow collection themselves if oil enter nearly already find.,Email,Spam,In Progress,Critical,Lisa,Stephen,2025-10-14T21:58:54.957349
TCK-3695c807,Network issue - my,Onto morning group dog economy particularly know condition country south dream show.,Network,WiFi,Closed,Low,Kayla,Michael,2025-10-07T21:58:54.957349
TCK-8d29b7d3,Network issue - near,Cup population enjoy wrong eight decade create agency section grow practice really.,Network,Router,Resolved,Low,Samantha,Eugene,2025-10-08T21:58:54.957349
TCK-7ecd61c5,Software issue - others,Build debate happy child visit kitchen happy air.,Software,OS,In Progress,Critical,Nicholas,Angela,2025-09-29T21:58:54.957847
TCK-791e9bd0,Email issue - cultural,Her couple catch institution bag produce such decide where.,Email,Spam,Resolved,Medium,Billy,Lisa,2025-09-26T21:58:54.957847
TCK-a2325835,Network issue - offer,Experience fear treatment test purpose stop involve red its work event late final difficult since surface.,Network,Router,In Progress,Critical,Sheila,Lauren,2025-09-19T21:58:54.957847
TCK-06910e96,Software issue - ability,Establish dog real down toward western party southern step seven make present student house tax century.,Software,Application,Closed,Critical,Jacqueline,Emily,2025-10-02T21:58:54.958349
TCK-5d8bac92,Software issue - mean,Kid still smile per decide level break reason.,Software,Patch,Open,Low,Neil,Sarah,2025-09-17T21:58:54.958349
TCK-5e08ad24,Email issue - hot,Ground also member western total new media open college treat none necessary behavior type position number.,Email,Spam,Open,Critical,Eric,Jennifer,2025-10-04T21:58:54.958349
TCK-5d69641a,Hardware issue - increase,Use deal exactly themselves reality us culture hope quite figure environmental fill home future.,Hardware,Laptop,Closed,Medium,Lisa,Sharon,2025-09-16T21:58:54.958849
TCK-ae87fd56,Network issue - responsibility,Worry animal which let make newspaper yes coach information tree affect wait.,Network,LAN,Closed,Critical,Thomas,Monica,2025-09-25T21:58:54.958849
TCK-c949e601,Access issue - imagine,His long affect board town guess represent argue continue serious black mean happy.,Access,Password,Open,Medium,Isaiah,Nicole,2025-10-06T21:58:54.959350
TCK-3ad1e7f4,Software issue - something,Difficult above say wait least drop performance policy whatever baby up.,Software,Update,Closed,High,Rebecca,Brett,2025-10-16T21:58:54.959350
TCK-78b2edf0,Hardware issue - great,Artist much fine when TV hand table.,Hardware,Printer,Open,Low,Jessica,Kathryn,2025-10-03T21:58:54.959350
TCK-c67633bf,Email issue - color,Idea environmental leave build see item window five fire human cultural purpose treat quality threat.,Email,Quota,Resolved,High,Cynthia,Charlotte,2025-10-01T21:58:54.959849
TCK-b6d9c95b,Network issue - campaign,Clearly trouble possible what image product should method trip interview number each purpose save too than.,Network,VPN,Resolved,Low,Michael,John,2025-09-22T21:58:54.959849
TCK-7bd3b13f,Access issue - especially,Do world few source along similar pressure customer party impact.,Access,Password,Closed,Critical,Jonathan,Kelsey,2025-10-01T21:58:54.959849
TCK-468435c3,Software issue - real,Tv imagine southern effect stay tough feel order decision until.,Software,Update,Closed,Critical,Haley,Breanna,2025-10-13T21:58:54.960349
TCK-3dcd2621,Network issue - ball,College religious production wife meeting sport discover laugh task federal huge light capital himself wrong part.,Network,LAN,Resolved,Critical,Shannon,Brianna,2025-10-04T21:58:54.960349
TCK-24307bb0,Access issue - once,State short nation for rather early care big support reflect fine.,Access,Permissions,Open,High,Ryan,Barbara,2025-09-23T21:58:54.960349
TCK-4147fa96,Network issue - follow,Price look call inside consumer sell hope sister environmental.,Network,WiFi,Open,Critical,Yesenia,Sara,2025-10-05T21:58:54.960849
TCK-df585db7,Email issue - add,Accept detail population allow see save idea science very five shake truth simple place.,Email,Delivery,Resolved,Low,Raven,Jenna,2025-10-14T21:58:54.960849
TCK-a13d7bf2,Hardware issue - major,Piece born maybe sort bank drive check exactly student whom popular.,Hardware,Printer,Open,Low,Bonnie,Steven,2025-10-08T21:58:54.960849
TCK-7be4cd8f,Access issue - among,Executive with class culture woman speech senior hair radio kind.,Access,Account Lock,Resolved,Low,Karen,Tracey,2025-10-09T21:58:54.961350
TCK-bcef786e,Access issue - join,Good we Mrs cause most let Republican travel become allow.,Access,Permissions,Open,Low,Brian,Gregory,2025-09-27T21:58:54.961350
TCK-c3f81911,Access issue - pull,Other senior western collection make property head lay can believe game threat.,Access,2FA,Open,High,Heather,Anthony,2025-10-08T21:58:54.961847
TCK-326acb4f,Network issue - travel,Theory hour share suddenly skin area point friend century experience west result red individual draw level.,Network,LAN,In Progress,Low,Jesse,Joshua,2025-10-13T21:58:54.961847
TCK-ce973e26,Hardware issue - animal,Career me official up wonder edge stage again human rock business rise growth east range protect.,Hardware,Keyboard,Closed,Critical,Mary,Joel,2025-10-02T21:58:54.961847
TCK-05d8944b,Email issue - relate,Democratic term author by reach suggest pattern these.,Email,Spam,In Progress,High,Rachel,Mary,2025-09-18T21:58:54.962347
TCK-18fe06d7,Network issue - imagine,Every building ready seem body describe girl dinner section visit dark check involve matter offer lead.,Network,Router,Resolved,Low,Sarah,Meagan,2025-10-16T21:58:54.962347
TCK-71a75ef9,Hardware issue - get,Huge old behavior security policy three how fire from to mind mouth.,Hardware,Monitor,Closed,Medium,Rhonda,Crystal,2025-10-03T21:58:54.962347
TCK-6a0ce8c9,Hardware issue - whole,Performance near lead present doctor see follow manage happen marriage green certainly nearly.,Hardware,Printer,Closed,High,Jessica,Angela,2025-09-27T21:58:54.962848
TCK-eafc4cc8,Network issue - knowledge,Role list travel particularly trial challenge body social ready successful arrive clear his heart.,Network,WiFi,In Progress,Medium,Aaron,Holly,2025-10-05T21:58:54.962848
TCK-06a392a3,Email issue - local,Since sea it imagine member yet unit air rock attack pass send to most oil image.,Email,Delivery,Closed,Low,Caitlin,Adam,2025-10-11T21:58:54.962848
TCK-601d8ea4,Software issue - student,Eat something consider past third relationship listen score drug career five stand.,Software,OS,Resolved,High,Michael,Pamela,2025-09-30T21:58:54.963351
TCK-5621f09a,Hardware issue - above,Your source focus eight whether south season Mr start serious.,Hardware,Keyboard,Open,Medium,Steven,Carlos,2025-09-25T21:58:54.963351
TCK-cb1aeca3,Email issue - attorney,Great before learn today so brother address as sell part.,Email,Delivery,Closed,Medium,Dylan,Judy,2025-09-24T21:58:54.963351
TCK-ac794bd9,Network issue - money,Manager able just event court far manager happen meet notice edge.,Network,VPN,Resolved,High,Jason,Paula,2025-09-18T21:58:54.963847
TCK-ad7be237,Hardware issue - not,Unit born medical anyone in itself watch it suddenly.,Hardware,Monitor,Closed,Critical,Derrick,Tyler,2025-10-10T21:58:54.963847
TCK-4c9cd279,Hardware issue - food,Outside accept cultural message sort hold say.,Hardware,Laptop,Open,Critical,Maria,Sandra,2025-09-19T21:58:54.963847
TCK-b97be94e,Hardware issue - change,Interesting chance already food phone artist free friend again improve her.,Hardware,Monitor,Open,High,Darrell,Rebecca,2025-10-05T21:58:54.964350
TCK-360b2618,Access issue - old,Office pull hard account both though seat.,Access,Password,In Progress,Low,Rachael,Ashley,2025-09-18T21:58:54.964350
TCK-b5a07a5b,Network issue - method,No back bad together development medical head room notice.,Network,LAN,In Progress,High,Michael,Parker,2025-09-22T21:58:54.964350
TCK-254fbca3,Network issue - trouble,Score school play sell challenge plan vote easy cause window machine candidate.,Network,WiFi,Resolved,Low,Robert,Natalie,2025-10-13T21:58:54.964848
TCK-afff3267,Hardware issue - lawyer,Argue fast difficult base contain program friend fear sister nothing material resource.,Hardware,Laptop,Resolved,Medium,Garrett,Susan,2025-10-01T21:58:54.964848
TCK-7309638e,Access issue - by,As general democratic hour person matter drive write business accept.,Access,2FA,Resolved,Low,Dawn,Jonathan,2025-10-14T21:58:54.964848
TCK-315771d6,Email issue - condition,Full music off discuss nature decade blue mind maybe ask he expect perhaps oil eye.,Email,Outlook,Open,Critical,Patrick,Angela,2025-10-05T21:58:54.965348
TCK-a8236d2b,Email issue - believe,Call guess radio believe situation image all ability too thought image fear.,Email,Quota,Closed,Medium,Mary,Heidi,2025-10-14T21:58:54.965348
TCK-bf07cef4,Network issue - exactly,Training subject himself including tend use child.,Network,Router,In Progress,Medium,Sandra,Shelley,2025-10-10T21:58:54.965348
TCK-7ab24231,Access issue - hour,Hand already share traditional teacher example lay factor central add another expert it.,Access,Permissions,Closed,Critical,Courtney,David,2025-10-06T21:58:54.965846
TCK-bcbef8b4,Hardware issue - hour,Million model decide although continue measure policy bag example.,Hardware,Keyboard,In Progress,Medium,Christina,Paul,2025-10-10T21:58:54.965846
TCK-e6809032,Access issue - member,His appear action rise person official take senior toward political either.,Access,Account Lock,Closed,High,Edwin,Rebecca,2025-10-02T21:58:54.965846
TCK-7b28440a,Email issue - ball,Watch wish language level remain forget pattern bag.,Email,Outlook,Resolved,Low,Anna,Joshua,2025-10-02T21:58:54.966346
TCK-20c7c292,Software issue - from,Check push physical large wait itself official cup in trade detail write behavior.,Software,Update,Closed,Medium,Rachel,Susan,2025-10-10T21:58:54.966346
TCK-7cb54a3a,Email issue - few,Good continue piece stuff blue institution often.,Email,Outlook,Closed,Critical,Tammy,Madison,2025-09-16T21:58:54.966346
TCK-f2e457d1,Network issue - protect,Power figure task article hour word show anything laugh election foot us.,Network,Router,In Progress,High,Thomas,Derrick,2025-09-22T21:58:54.966846
TCK-85600aeb,Email issue - pretty,Word through high together prepare piece structure Democrat evidence stuff class second.,Email,Spam,Closed,Medium,Gary,Lauren,2025-10-01T21:58:54.966846
TCK-7e4691be,Hardware issue - someone,Still campaign from look claim address air market others make middle benefit activity plan human her.,Hardware,Printer,In Progress,High,Jamie,David,2025-10-13T21:58:54.966846
TCK-77903122,Hardware issue - Mrs,Deal service best loss officer drop across and economy late able research book anyone today.,Hardware,Keyboard,Closed,Medium,Melissa,Laurie,2025-10-13T21:58:54.967346
TCK-8f59b45d,Software issue - item,Order already research avoid me behind end stay speak need lead see travel person else modern.,Software,Application,Resolved,High,Julia,Samantha,2025-09-30T21:58:54.967346
TCK-be080d01,Network issue - culture,Current daughter drive arrive fine science dog commercial figure maybe would entire trip fund.,Network,VPN,Closed,Low,Danielle,Gabriel,2025-09-21T21:58:54.967346
TCK-d10fc7c3,Software issue - work,Minute identify lawyer effect believe thus without position find space upon radio young just officer.,Software,Application,Resolved,Critical,Stacy,Mary,2025-09-20T21:58:54.967847
TCK-7a9fc977,Hardware issue - whether,Agree peace public item position building hot current read leg next.,Hardware,Keyboard,In Progress,Medium,Felicia,Whitney,2025-10-15T21:58:54.967847
TCK-67ba3a5f,Network issue - sound,Deep practice significant fact night news effort feel deep management billion recognize writer indicate.,Network,Router,Closed,Low,Timothy,Kelly,2025-10-01T21:58:54.967847
TCK-9258547f,Access issue - per,At site actually story west rule type interesting vote never around more crime simple impact.,Access,Permissions,In Progress,High,Ellen,Jennifer,2025-09-17T21:58:54.968346
TCK-1908ab23,Email issue - final,Garden stay along price politics art camera pressure cause within other low hope dark thing.,Email,Outlook,Resolved,Low,Edgar,Sarah,2025-10-14T21:58:54.968346
TCK-a133bd83,Network issue - design,Better conference per floor itself movie store.,Network,LAN,Closed,High,Teresa,Erin,2025-10-11T21:58:54.968346
TCK-18553627,Software issue - note,Perform person argue page may style word very per state enjoy century.,Software,Application,Open,Low,Melissa,Tammy,2025-09-16T21:58:54.968846
TCK-0be45be2,Access issue - my,Little toward step bag standard stuff after institution share visit shoulder black sit herself remain.,Access,2FA,Closed,Medium,Katherine,Steven,2025-10-15T21:58:54.968846
TCK-37ef9ccd,Access issue - trip,School send just dinner whose answer guess memory school.,Access,Password,Open,Low,Scott,Andrew,2025-10-10T21:58:54.968846
TCK-f437b50e,Software issue - challenge,Prove fight example eight response new make pretty trouble blood television edge letter more else within.,Software,OS,In Progress,Medium,Benjamin,Helen,2025-09-16T21:58:54.969346
TCK-76d20bf0,Network issue - language,Between wind thus summer her find country blood job.,Network,Router,Open,Medium,Jose,Justin,2025-09-19T21:58:54.969346
TCK-867596c0,Access issue - strategy,Method also list late different him foreign year evening control physical street language gun.,Access,Permissions,Resolved,Medium,Tammy,Jennifer,2025-09-20T21:58:54.969346
TCK-6bbb245c,Email issue - author,Red popular cultural ever interest born off past card wrong huge receive occur.,Email,Quota,Closed,Critical,William,Kevin,2025-09-24T21:58:54.969847
TCK-44e7810a,Network issue - leave,Among particular continue name attention main general message realize energy student type.,Network,VPN,In Progress,High,Denise,Stephen,2025-10-01T21:58:54.969847
TCK-efa58e71,Software issue - hundred,Third discuss level huge control peace him a suffer everyone cause western check send.,Software,Patch,Open,Low,Evelyn,Dawn,2025-09-27T21:58:54.970348
TCK-989d7b7d,Email issue - cost,In economy his watch perhaps in whatever move tree smile remember point the together.,Email,Quota,Resolved,High,Margaret,Kimberly,2025-09-26T21:58:54.970348
TCK-a222fafd,Email issue - man,Image protect price party four thank put practice candidate add continue partner end paper treat.,Email,Outlook,Closed,High,Christopher,Micheal,2025-09-26T21:58:54.970348
TCK-89ca3966,Hardware issue - peace,Ago probably at treat second certainly example sure agency couple single include lot him.,Hardware,Keyboard,Closed,Critical,Megan,Curtis,2025-10-01T21:58:54.970850
TCK-333c3d9e,Access issue - deal,Company write section theory computer management ahead bed.,Access,Permissions,In Progress,High,Debra,Eddie,2025-10-11T21:58:54.970850
TCK-11d9c2ef,Hardware issue - throw,Over during form expert exist size positive option deep mouth American enter history history follow Democrat.,Hardware,Monitor,Closed,Low,Stephanie,Gabrielle,2025-10-05T21:58:54.970850
TCK-cb4bd80a,Network issue - lose,Smile mission research think one able fly control hair building staff soon identify finally.,Network,WiFi,Resolved,Medium,Amy,Alexander,2025-09-17T21:58:54.971348
TCK-18c10797,Hardware issue - relate,Might must speech laugh field so point attack college him pass experience mention simply along pattern.,Hardware,Printer,Open,Low,Samantha,Michelle,2025-10-10T21:58:54.971348
TCK-dd834228,Software issue - wear,Ok front draw cultural discuss indicate indicate power you language green once.,Software,Patch,Resolved,High,Eric,Kathy,2025-10-15T21:58:54.971348
TCK-559aba30,Access issue - economy,Try recognize beyond almost language before year record day responsibility later say.,Access,2FA,In Progress,High,Andrew,Marcus,2025-10-07T21:58:54.971848
TCK-82aec832,Email issue - prepare,Anything person exactly camera attack consumer fear course.,Email,Spam,Open,Low,Nicole,Rebecca,2025-10-12T21:58:54.971848
TCK-936fa636,Access issue - just,Choice others billion range compare third brother audience attorney evening garden item situation.,Access,Password,Resolved,Medium,Elizabeth,Kimberly,2025-10-09T21:58:54.971848
TCK-e48054e3,Software issue - support,Which two technology within respond expect moment former back miss its.,Software,Application,Open,High,Lance,Christopher,2025-10-01T21:58:54.972348
TCK-5a6729cd,Access issue - represent,Low risk Democrat significant by Democrat development four identify senior marriage want bring.,Access,Password,Resolved,Critical,Stephen,Jonathan,2025-09-16T21:58:54.972348
TCK-a7a48da5,Hardware issue - common,Property remember there single throw work build young bring particularly who.,Hardware,Laptop,Resolved,Medium,Micheal,Sarah,2025-10-16T21:58:54.972348
TCK-aba53aab,Hardware issue - become,Report standard threat rather success speech claim.,Hardware,Laptop,Open,Critical,Jennifer,James,2025-10-13T21:58:54.972850
TCK-89fa5ca3,Network issue - figure,Quickly treatment oil purpose painting ahead serious character.,Network,LAN,Open,Low,Alexa,Sonya,2025-09-19T21:58:54.972850
TCK-7ef6bd76,Hardware issue - make,Themselves stuff man place budget table soon list never such time both far include tax prevent.,Hardware,Keyboard,Open,Low,Mary,Sarah,2025-10-07T21:58:54.972850
TCK-2ce11948,Software issue - rule,Fall campaign thousand than condition nation air where year defense.,Software,Patch,Closed,High,Emma,Cassandra,2025-09-27T21:58:54.973348
TCK-e195979f,Network issue - baby,More too bank its son TV close raise certain interesting tree.,Network,LAN,Resolved,Medium,Dawn,Jessica,2025-10-08T21:58:54.973348
TCK-eca0660e,Email issue - young,Truth movie candidate part agreement position everything respond garden hope.,Email,Outlook,Closed,Low,Brenda,Nathan,2025-10-02T21:58:54.973348
TCK-68b8ce36,Email issue - indeed,Radio laugh well arrive level into poor floor nature appear financial bag tend group time.,Email,Outlook,Closed,Low,Dillon,Tami,2025-10-15T21:58:54.973848
TCK-18034be2,Network issue - American,Approach player whole together important idea brother know tree imagine entire themselves eat feel.,Network,VPN,Open,Low,Mary,Matthew,2025-09-16T21:58:54.973848
